window_size,stride_value,stride_type,eval_type,combined_mean_iou,binary_f1,multiclass_f1,binary_accuracy,binary_precision,binary_recall,multiclass_accuracy,iou_by_class,individual_mean_iou,total_gt_words,path,window_dir,stride_dir
1.1,70.0,percentage,eval_percent,11.5,0.36,0.35,0.3565,0.3034,0.1164,,"{'เย็ด': 4.41, 'กู': 15.15, 'มึง': 8.74, 'เหี้ย': 17.7}",14.69,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_70.0%,window_1.1s,stride_70.0%
1.1,80.0,percentage,eval_percent,12.61,0.37,0.36,0.3669,0.3214,0.119,,"{'เย็ด': 6.81, 'กู': 12.540000000000001, 'มึง': 12.049999999999999, 'เหี้ย': 19.02}",16.150000000000002,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_80.0%,window_1.1s,stride_80.0%
1.1,90.0,percentage,eval_percent,14.71,0.37,0.36,0.3654,0.2927,0.0952,,"{'เย็ด': 10.02, 'กู': 15.160000000000002, 'มึง': 15.160000000000002, 'เหี้ย': 18.47}",14.469999999999999,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_90.0%,window_1.1s,stride_90.0%
1.2,10.0,percentage,eval_percent,8.85,0.36,0.34,0.355,0.3352,0.1561,,"{'เย็ด': 9.17, 'กู': 10.780000000000001, 'มึง': 4.760000000000001, 'เหี้ย': 10.71}",17.8,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_10.0%,window_1.2s,stride_10.0%
1.2,100.0,percentage,eval_percent,9.370000000000001,0.37,0.36,0.3683,0.2975,0.0952,,"{'เย็ด': 0.0, 'กู': 14.069999999999999, 'มึง': 7.9, 'เหี้ย': 15.52}",15.43,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_100.0%,window_1.2s,stride_100.0%
1.2,20.0,percentage,eval_percent,10.35,0.36,0.35,0.3565,0.3293,0.1455,,"{'เย็ด': 8.870000000000001, 'กู': 11.219999999999999, 'มึง': 9.58, 'เหี้ย': 11.74}",17.580000000000002,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_20.0%,window_1.2s,stride_20.0%
1.2,30.0,percentage,eval_percent,10.65,0.36,0.35,0.358,0.3228,0.1349,,"{'เย็ด': 5.71, 'กู': 14.17, 'มึง': 10.42, 'เหี้ย': 12.33}",16.97,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_30.0%,window_1.2s,stride_30.0%
1.2,40.0,percentage,eval_percent,13.81,0.36,0.36,0.3624,0.3221,0.127,,"{'เย็ด': 19.79, 'กู': 11.799999999999999, 'มึง': 10.59, 'เหี้ย': 13.05}",17.330000000000002,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_40.0%,window_1.2s,stride_40.0%
1.2,50.0,percentage,eval_percent,11.28,0.36,0.36,0.3609,0.3176,0.1243,,"{'เย็ด': 10.65, 'กู': 12.86, 'มึง': 7.9, 'เหี้ย': 13.73}",17.21,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_50.0%,window_1.2s,stride_50.0%
1.2,60.0,percentage,eval_percent,11.68,0.36,0.36,0.3624,0.3066,0.1111,,"{'เย็ด': 3.8600000000000003, 'กู': 15.370000000000001, 'มึง': 12.78, 'เหี้ย': 14.71}",15.379999999999999,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_60.0%,window_1.2s,stride_60.0%
1.2,70.0,percentage,eval_percent,12.31,0.36,0.35,0.358,0.2812,0.0952,,"{'เย็ด': 0.36, 'กู': 15.1, 'มึง': 15.73, 'เหี้ย': 18.029999999999998}",16.869999999999997,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_70.0%,window_1.2s,stride_70.0%
1.2,80.0,percentage,eval_percent,11.690000000000001,0.37,0.36,0.3654,0.296,0.0979,,"{'เย็ด': 0.0, 'กู': 14.249999999999998, 'มึง': 14.16, 'เหี้ย': 18.34}",17.080000000000002,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_80.0%,window_1.2s,stride_80.0%
1.2,90.0,percentage,eval_percent,13.69,0.37,0.37,0.3713,0.2957,0.0899,,"{'เย็ด': 2.19, 'กู': 18.26, 'มึง': 15.49, 'เหี้ย': 18.82}",16.88,378,frame_level_evaluation_results\eval_percent\window_1.2s\stride_90.0%,window_1.2s,stride_90.0%
1.3,10.0,percentage,eval_percent,8.84,0.36,0.34,0.3565,0.3333,0.1508,,"{'เย็ด': 7.07, 'กู': 12.19, 'มึง': 6.75, 'เหี้ย': 9.34}",17.119999999999997,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_10.0%,window_1.3s,stride_10.0%
1.3,100.0,percentage,eval_percent,13.700000000000001,0.38,0.38,0.3817,0.2872,0.0714,,"{'เย็ด': 5.65, 'กู': 22.6, 'มึง': 9.73, 'เหี้ย': 16.8}",15.939999999999998,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_100.0%,window_1.3s,stride_100.0%
1.3,20.0,percentage,eval_percent,9.53,0.36,0.35,0.358,0.3293,0.1429,,"{'เย็ด': 7.9799999999999995, 'กู': 13.270000000000001, 'มึง': 6.87, 'เหี้ย': 9.99}",16.75,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_20.0%,window_1.3s,stride_20.0%
1.3,30.0,percentage,eval_percent,9.569999999999999,0.36,0.35,0.3595,0.305,0.1138,,"{'เย็ด': 4.44, 'กู': 13.56, 'มึง': 8.540000000000001, 'เหี้ย': 11.76}",17.130000000000003,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_30.0%,window_1.3s,stride_30.0%
1.3,40.0,percentage,eval_percent,10.299999999999999,0.36,0.35,0.3595,0.3154,0.1243,,"{'เย็ด': 8.4, 'กู': 13.669999999999998, 'มึง': 7.51, 'เหี้ย': 11.62}",16.439999999999998,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_40.0%,window_1.3s,stride_40.0%
1.3,50.0,percentage,eval_percent,9.83,0.36,0.36,0.3624,0.3094,0.1138,,"{'เย็ด': 4.44, 'กู': 13.96, 'มึง': 7.91, 'เหี้ย': 13.020000000000001}",15.950000000000001,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_50.0%,window_1.3s,stride_50.0%
1.3,60.0,percentage,eval_percent,11.58,0.36,0.36,0.3624,0.2946,0.1005,,"{'เย็ด': 5.65, 'กู': 14.17, 'มึง': 11.03, 'เหี้ย': 15.47}",16.41,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_60.0%,window_1.3s,stride_60.0%
1.3,70.0,percentage,eval_percent,11.14,0.37,0.36,0.3669,0.3134,0.1111,,"{'เย็ด': 9.71, 'กู': 15.4, 'มึง': 5.58, 'เหี้ย': 13.87}",15.409999999999998,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_70.0%,window_1.3s,stride_70.0%
1.3,80.0,percentage,eval_percent,13.52,0.37,0.36,0.3669,0.2984,0.0979,,"{'เย็ด': 5.65, 'กู': 21.65, 'มึง': 10.18, 'เหี้ย': 16.580000000000002}",15.559999999999999,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_80.0%,window_1.3s,stride_80.0%
1.3,90.0,percentage,eval_percent,12.78,0.37,0.36,0.3683,0.2667,0.0741,,"{'เย็ด': 0.0, 'กู': 24.33, 'มึง': 10.75, 'เหี้ย': 16.02}",14.879999999999999,378,frame_level_evaluation_results\eval_percent\window_1.3s\stride_90.0%,window_1.3s,stride_90.0%
1.4,10.0,percentage,eval_percent,8.959999999999999,0.34,0.33,0.3447,0.3121,0.1429,,"{'เย็ด': 9.610000000000001, 'กู': 11.58, 'มึง': 5.62, 'เหี้ย': 9.02}",16.76,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_10.0%,window_1.4s,stride_10.0%
1.4,100.0,percentage,eval_percent,9.22,0.37,0.36,0.3698,0.3065,0.1005,,"{'เย็ด': 0.0, 'กู': 18.94, 'มึง': 4.06, 'เหี้ย': 13.900000000000002}",14.940000000000001,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_100.0%,window_1.4s,stride_100.0%
1.4,20.0,percentage,eval_percent,11.58,0.36,0.34,0.3565,0.3252,0.1402,,"{'เย็ด': 19.64, 'กู': 11.219999999999999, 'มึง': 5.65, 'เหี้ย': 9.82}",16.41,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_20.0%,window_1.4s,stride_20.0%
1.4,30.0,percentage,eval_percent,9.520000000000001,0.36,0.35,0.3639,0.3243,0.127,,"{'เย็ด': 9.44, 'กู': 12.1, 'มึง': 5.29, 'เหี้ย': 11.25}",16.02,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_30.0%,window_1.4s,stride_30.0%
1.4,40.0,percentage,eval_percent,9.83,0.36,0.35,0.3609,0.3071,0.1138,,"{'เย็ด': 6.36, 'กู': 15.36, 'มึง': 5.7299999999999995, 'เหี้ย': 11.88}",16.39,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_40.0%,window_1.4s,stride_40.0%
1.4,50.0,percentage,eval_percent,7.049999999999999,0.37,0.36,0.3683,0.3212,0.1164,,"{'เย็ด': 0.0, 'กู': 13.969999999999999, 'มึง': 3.4099999999999997, 'เหี้ย': 10.83}",15.629999999999999,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_50.0%,window_1.4s,stride_50.0%
1.4,60.0,percentage,eval_percent,10.84,0.37,0.36,0.3683,0.3158,0.1111,,"{'เย็ด': 9.86, 'กู': 14.87, 'มึง': 7.000000000000001, 'เหี้ย': 11.64}",15.28,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_60.0%,window_1.4s,stride_60.0%
1.4,70.0,percentage,eval_percent,11.42,0.37,0.36,0.3698,0.3065,0.1005,,"{'เย็ด': 6.619999999999999, 'กู': 18.09, 'มึง': 7.53, 'เหี้ย': 13.43}",16.88,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_70.0%,window_1.4s,stride_70.0%
1.4,80.0,percentage,eval_percent,14.6,0.38,0.37,0.3757,0.3036,0.0899,,"{'เย็ด': 8.88, 'กู': 26.8, 'มึง': 8.690000000000001, 'เหี้ย': 14.04}",15.879999999999999,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_80.0%,window_1.4s,stride_80.0%
1.4,90.0,percentage,eval_percent,14.030000000000001,0.36,0.36,0.3624,0.2696,0.082,,"{'เย็ด': 10.209999999999999, 'กู': 26.05, 'มึง': 6.22, 'เหี้ย': 13.65}",15.65,378,frame_level_evaluation_results\eval_percent\window_1.4s\stride_90.0%,window_1.4s,stride_90.0%
1.5,10.0,percentage,eval_percent,8.37,0.36,0.34,0.3595,0.3353,0.1481,,"{'เย็ด': 9.86, 'กู': 9.879999999999999, 'มึง': 4.93, 'เหี้ย': 8.83}",16.27,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_10.0%,window_1.5s,stride_10.0%
1.5,100.0,percentage,eval_percent,15.310000000000002,0.38,0.37,0.3757,0.28,0.0741,,"{'เย็ด': 0.0, 'กู': 32.35, 'มึง': 14.530000000000001, 'เหี้ย': 14.35}",17.29,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_100.0%,window_1.5s,stride_100.0%
1.5,20.0,percentage,eval_percent,12.26,0.36,0.35,0.358,0.3056,0.1164,,"{'เย็ด': 15.28, 'กู': 16.78, 'มึง': 7.59, 'เหี้ย': 9.4}",16.950000000000003,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_20.0%,window_1.5s,stride_20.0%
1.5,30.0,percentage,eval_percent,11.81,0.37,0.36,0.3654,0.3139,0.1138,,"{'เย็ด': 11.940000000000001, 'กู': 17.65, 'มึง': 7.59, 'เหี้ย': 10.05}",15.78,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_30.0%,window_1.5s,stride_30.0%
1.5,40.0,percentage,eval_percent,9.68,0.37,0.37,0.3713,0.312,0.1032,,"{'เย็ด': 0.0, 'กู': 21.19, 'มึง': 6.419999999999999, 'เหี้ย': 11.12}",15.840000000000002,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_40.0%,window_1.5s,stride_40.0%
1.5,50.0,percentage,eval_percent,9.06,0.36,0.36,0.3609,0.2923,0.1005,,"{'เย็ด': 0.0, 'กู': 19.71, 'มึง': 5.66, 'เหี้ย': 10.870000000000001}",16.220000000000002,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_50.0%,window_1.5s,stride_50.0%
1.5,60.0,percentage,eval_percent,10.15,0.37,0.37,0.3743,0.314,0.1005,,"{'เย็ด': 6.18, 'กู': 17.65, 'มึง': 4.51, 'เหี้ย': 12.24}",15.040000000000001,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_60.0%,window_1.5s,stride_60.0%
1.5,70.0,percentage,eval_percent,10.36,0.38,0.37,0.3757,0.2963,0.0847,,"{'เย็ด': 0.0, 'กู': 18.13, 'มึง': 9.84, 'เหี้ย': 13.44}",15.83,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_70.0%,window_1.5s,stride_70.0%
1.5,80.0,percentage,eval_percent,10.5,0.38,0.37,0.3787,0.3056,0.0873,,"{'เย็ด': 0.0, 'กู': 24.66, 'มึง': 4.859999999999999, 'เหี้ย': 12.46}",15.459999999999999,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_80.0%,window_1.5s,stride_80.0%
1.5,90.0,percentage,eval_percent,13.77,0.38,0.38,0.3802,0.297,0.0794,,"{'เย็ด': 0.0, 'กู': 32.64, 'มึง': 7.66, 'เหี้ย': 14.790000000000001}",14.74,378,frame_level_evaluation_results\eval_percent\window_1.5s\stride_90.0%,window_1.5s,stride_90.0%
1.6,10.0,percentage,eval_percent,6.61,0.36,0.35,0.3624,0.3197,0.1243,,"{'เย็ด': 9.17, 'กู': 4.37, 'มึง': 4.54, 'เหี้ย': 8.35}",16.2,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_10.0%,window_1.6s,stride_10.0%
1.6,100.0,percentage,eval_percent,8.37,0.4,0.39,0.3979,0.3067,0.0608,,"{'เย็ด': 4.74, 'กู': 8.25, 'มึง': 7.02, 'เหี้ย': 13.489999999999998}",12.8,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_100.0%,window_1.6s,stride_100.0%
1.6,20.0,percentage,eval_percent,5.96,0.37,0.36,0.3683,0.3158,0.1111,,"{'เย็ด': 4.74, 'กู': 4.96, 'มึง': 4.82, 'เหี้ย': 9.32}",15.879999999999999,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_20.0%,window_1.6s,stride_20.0%
1.6,30.0,percentage,eval_percent,5.38,0.37,0.36,0.3669,0.3016,0.1005,,"{'เย็ด': 0.0, 'กู': 5.949999999999999, 'มึง': 5.609999999999999, 'เหี้ย': 9.950000000000001}",14.85,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_30.0%,window_1.6s,stride_30.0%
1.6,40.0,percentage,eval_percent,7.37,0.37,0.36,0.3683,0.2975,0.0952,,"{'เย็ด': 4.74, 'กู': 6.550000000000001, 'มึง': 7.21, 'เหี้ย': 10.97}",14.399999999999999,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_40.0%,window_1.6s,stride_40.0%
1.6,50.0,percentage,eval_percent,7.07,0.37,0.36,0.3683,0.2941,0.0926,,"{'เย็ด': 4.74, 'กู': 7.380000000000001, 'มึง': 5.96, 'เหี้ย': 10.2}",15.03,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_50.0%,window_1.6s,stride_50.0%
1.6,60.0,percentage,eval_percent,7.03,0.37,0.37,0.3728,0.283,0.0794,,"{'เย็ด': 0.0, 'กู': 7.71, 'มึง': 7.86, 'เหี้ย': 12.57}",15.329999999999998,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_60.0%,window_1.6s,stride_60.0%
1.6,70.0,percentage,eval_percent,8.36,0.37,0.36,0.3683,0.3008,0.0979,,"{'เย็ด': 5.79, 'กู': 5.949999999999999, 'มึง': 9.229999999999999, 'เหี้ย': 12.47}",14.08,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_70.0%,window_1.6s,stride_70.0%
1.6,80.0,percentage,eval_percent,5.62,0.38,0.38,0.3787,0.2717,0.0661,,"{'เย็ด': 0.0, 'กู': 9.19, 'มึง': 0.0, 'เหี้ย': 13.28}",13.79,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_80.0%,window_1.6s,stride_80.0%
1.6,90.0,percentage,eval_percent,8.12,0.38,0.38,0.3802,0.2747,0.0661,,"{'เย็ด': 0.0, 'กู': 11.31, 'มึง': 7.86, 'เหี้ย': 13.3}",14.2,378,frame_level_evaluation_results\eval_percent\window_1.6s\stride_90.0%,window_1.6s,stride_90.0%
1.7,10.0,percentage,eval_percent,5.2,0.37,0.35,0.3669,0.3288,0.127,,"{'เย็ด': 4.6, 'กู': 4.16, 'มึง': 3.9699999999999998, 'เหี้ย': 8.08}",15.870000000000001,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_10.0%,window_1.7s,stride_10.0%
1.7,100.0,percentage,eval_percent,8.32,0.38,0.38,0.3817,0.2674,0.0608,,"{'เย็ด': 0.0, 'กู': 9.46, 'มึง': 10.25, 'เหี้ย': 13.55}",15.690000000000001,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_100.0%,window_1.7s,stride_100.0%
1.7,20.0,percentage,eval_percent,8.36,0.37,0.36,0.3698,0.3154,0.1085,,"{'เย็ด': 15.97, 'กู': 5.09, 'มึง': 3.7699999999999996, 'เหี้ย': 8.62}",14.38,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_20.0%,window_1.7s,stride_20.0%
1.7,30.0,percentage,eval_percent,7.88,0.38,0.36,0.3772,0.3383,0.119,,"{'เย็ด': 10.71, 'กู': 5.029999999999999, 'มึง': 5.88, 'เหี้ย': 9.89}",14.299999999999999,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_30.0%,window_1.7s,stride_30.0%
1.7,40.0,percentage,eval_percent,5.25,0.38,0.37,0.3757,0.3036,0.0899,,"{'เย็ด': 0.0, 'กู': 6.99, 'มึง': 3.92, 'เหี้ย': 10.100000000000001}",13.780000000000001,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_40.0%,window_1.7s,stride_40.0%
1.7,50.0,percentage,eval_percent,6.3,0.37,0.36,0.3669,0.2845,0.0873,,"{'เย็ด': 0.0, 'กู': 7.9399999999999995, 'มึง': 6.34, 'เหี้ย': 10.93}",16.13,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_50.0%,window_1.7s,stride_50.0%
1.7,60.0,percentage,eval_percent,9.94,0.38,0.37,0.3757,0.3,0.0873,,"{'เย็ด': 15.97, 'กู': 6.419999999999999, 'มึง': 5.84, 'เหี้ย': 11.52}",13.05,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_60.0%,window_1.7s,stride_60.0%
1.7,70.0,percentage,eval_percent,6.4,0.38,0.37,0.3757,0.2885,0.0794,,"{'เย็ด': 0.0, 'กู': 10.31, 'มึง': 3.26, 'เหี้ย': 12.0}",13.59,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_70.0%,window_1.7s,stride_70.0%
1.7,80.0,percentage,eval_percent,6.419999999999999,0.38,0.38,0.3846,0.31,0.082,,"{'เย็ด': 0.0, 'กู': 9.66, 'มึง': 4.29, 'เหี้ย': 11.73}",13.58,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_80.0%,window_1.7s,stride_80.0%
1.7,90.0,percentage,eval_percent,10.100000000000001,0.39,0.39,0.3905,0.2976,0.0661,,"{'เย็ด': 15.97, 'กู': 5.609999999999999, 'มึง': 5.680000000000001, 'เหี้ย': 13.139999999999999}",14.280000000000001,378,frame_level_evaluation_results\eval_percent\window_1.7s\stride_90.0%,window_1.7s,stride_90.0%
1.8,10.0,percentage,eval_percent,5.67,0.37,0.35,0.3654,0.3191,0.119,,"{'เย็ด': 7.1, 'กู': 3.65, 'มึง': 4.2, 'เหี้ย': 7.720000000000001}",16.05,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_10.0%,window_1.8s,stride_10.0%
1.8,100.0,percentage,eval_percent,9.16,0.39,0.39,0.392,0.28,0.0556,,"{'เย็ด': 0.0, 'กู': 12.809999999999999, 'มึง': 12.01, 'เหี้ย': 11.799999999999999}",12.64,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_100.0%,window_1.8s,stride_100.0%
1.8,20.0,percentage,eval_percent,5.63,0.37,0.36,0.3713,0.3259,0.1164,,"{'เย็ด': 7.1, 'กู': 4.22, 'มึง': 2.41, 'เหี้ย': 8.77}",15.010000000000002,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_20.0%,window_1.8s,stride_20.0%
1.8,30.0,percentage,eval_percent,7.3999999999999995,0.38,0.37,0.3757,0.3167,0.1005,,"{'เย็ด': 10.12, 'กู': 6.05, 'มึง': 4.34, 'เหี้ย': 9.09}",15.299999999999999,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_30.0%,window_1.8s,stride_30.0%
1.8,40.0,percentage,eval_percent,6.2700000000000005,0.38,0.37,0.3757,0.3226,0.1058,,"{'เย็ด': 7.1, 'กู': 5.6000000000000005, 'มึง': 2.56, 'เหี้ย': 9.82}",14.74,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_40.0%,window_1.8s,stride_40.0%
1.8,50.0,percentage,eval_percent,7.7,0.38,0.37,0.3802,0.3048,0.0847,,"{'เย็ด': 7.1, 'กู': 6.09, 'มึง': 7.02, 'เหี้ย': 10.59}",15.2,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_50.0%,window_1.8s,stride_50.0%
1.8,60.0,percentage,eval_percent,7.920000000000001,0.38,0.37,0.3772,0.2688,0.0661,,"{'เย็ด': 0.0, 'กู': 10.02, 'มึง': 9.8, 'เหี้ย': 11.85}",14.81,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_60.0%,window_1.8s,stride_60.0%
1.8,70.0,percentage,eval_percent,6.47,0.39,0.39,0.3891,0.2989,0.0688,,"{'เย็ด': 5.1499999999999995, 'กู': 9.120000000000001, 'มึง': 0.0, 'เหี้ย': 11.600000000000001}",14.829999999999998,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_70.0%,window_1.8s,stride_70.0%
1.8,80.0,percentage,eval_percent,8.97,0.39,0.38,0.3861,0.3011,0.0741,,"{'เย็ด': 9.06, 'กู': 7.99, 'มึง': 6.49, 'เหี้ย': 12.34}",15.57,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_80.0%,window_1.8s,stride_80.0%
1.8,90.0,percentage,eval_percent,10.43,0.39,0.38,0.3876,0.2955,0.0688,,"{'เย็ด': 15.079999999999998, 'กู': 10.059999999999999, 'มึง': 5.029999999999999, 'เหี้ย': 11.55}",13.59,378,frame_level_evaluation_results\eval_percent\window_1.8s\stride_90.0%,window_1.8s,stride_90.0%
1.9,10.0,percentage,eval_percent,6.05,0.37,0.35,0.3654,0.3217,0.1217,,"{'เย็ด': 6.7299999999999995, 'กู': 3.83, 'มึง': 5.43, 'เหี้ย': 8.19}",15.9,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_10.0%,window_1.9s,stride_10.0%
1.9,100.0,percentage,eval_percent,5.38,0.4,0.39,0.3964,0.2581,0.0423,,"{'เย็ด': 0.0, 'กู': 9.49, 'มึง': 0.0, 'เหี้ย': 12.049999999999999}",13.889999999999999,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_100.0%,window_1.9s,stride_100.0%
1.9,20.0,percentage,eval_percent,5.04,0.38,0.37,0.3757,0.3136,0.0979,,"{'เย็ด': 0.0, 'กู': 4.66, 'มึง': 6.98, 'เหี้ย': 8.53}",14.97,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_20.0%,window_1.9s,stride_20.0%
1.9,30.0,percentage,eval_percent,6.5,0.37,0.37,0.3743,0.3077,0.0952,,"{'เย็ด': 4.88, 'กู': 5.4, 'มึง': 6.43, 'เหี้ย': 9.28}",15.950000000000001,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_30.0%,window_1.9s,stride_30.0%
1.9,40.0,percentage,eval_percent,10.38,0.38,0.37,0.3787,0.3125,0.0926,,"{'เย็ด': 14.29, 'กู': 5.62, 'มึง': 11.379999999999999, 'เหี้ย': 10.24}",15.440000000000001,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_40.0%,window_1.9s,stride_40.0%
1.9,50.0,percentage,eval_percent,7.140000000000001,0.38,0.38,0.3817,0.3077,0.0847,,"{'เย็ด': 4.88, 'กู': 7.26, 'มึง': 6.16, 'เหี้ย': 10.27}",16.04,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_50.0%,window_1.9s,stride_50.0%
1.9,60.0,percentage,eval_percent,8.01,0.38,0.37,0.3772,0.2952,0.082,,"{'เย็ด': 9.59, 'กู': 6.39, 'มึง': 5.609999999999999, 'เหี้ย': 10.440000000000001}",13.36,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_60.0%,window_1.9s,stride_60.0%
1.9,70.0,percentage,eval_percent,7.99,0.38,0.37,0.3802,0.297,0.0794,,"{'เย็ด': 5.800000000000001, 'กู': 6.12, 'มึง': 8.58, 'เหี้ย': 11.459999999999999}",14.99,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_70.0%,window_1.9s,stride_70.0%
1.9,80.0,percentage,eval_percent,8.1,0.39,0.39,0.395,0.3038,0.0635,,"{'เย็ด': 14.29, 'กู': 7.64, 'มึง': 0.0, 'เหี้ย': 10.459999999999999}",14.729999999999999,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_80.0%,window_1.9s,stride_80.0%
1.9,90.0,percentage,eval_percent,10.66,0.39,0.39,0.392,0.2963,0.0635,,"{'เย็ด': 9.59, 'กู': 12.139999999999999, 'มึง': 9.969999999999999, 'เหี้ย': 10.94}",13.530000000000001,378,frame_level_evaluation_results\eval_percent\window_1.9s\stride_90.0%,window_1.9s,stride_90.0%
2.0,10.0,percentage,eval_percent,5.42,0.37,0.36,0.3698,0.3209,0.1138,,"{'เย็ด': 6.98, 'กู': 4.09, 'มึง': 3.58, 'เหี้ย': 7.04}",14.82,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_10.0%,window_2.0s,stride_10.0%
2.0,100.0,percentage,eval_percent,6.76,0.4,0.4,0.3994,0.3056,0.0582,,"{'เย็ด': 0.0, 'กู': 6.550000000000001, 'มึง': 8.15, 'เหี้ย': 12.33}",14.75,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_100.0%,window_2.0s,stride_100.0%
2.0,20.0,percentage,eval_percent,7.02,0.38,0.37,0.3772,0.3193,0.1005,,"{'เย็ด': 7.2700000000000005, 'กู': 5.11, 'มึง': 6.74, 'เหี้ย': 8.959999999999999}",15.57,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_20.0%,window_2.0s,stride_20.0%
2.0,30.0,percentage,eval_percent,5.87,0.39,0.38,0.3876,0.3421,0.1032,,"{'เย็ด': 4.64, 'กู': 4.9799999999999995, 'มึง': 4.31, 'เหี้ย': 9.55}",15.559999999999999,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_30.0%,window_2.0s,stride_30.0%
2.0,40.0,percentage,eval_percent,6.08,0.39,0.38,0.3861,0.3238,0.0899,,"{'เย็ด': 4.64, 'กู': 6.4, 'มึง': 4.109999999999999, 'เหี้ย': 9.17}",14.45,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_40.0%,window_2.0s,stride_40.0%
2.0,50.0,percentage,eval_percent,5.3100000000000005,0.38,0.38,0.3831,0.3069,0.082,,"{'เย็ด': 0.0, 'กู': 4.9799999999999995, 'มึง': 6.32, 'เหี้ย': 9.93}",13.99,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_50.0%,window_2.0s,stride_50.0%
