eval_type,method,window_size,stride_value,stride_type,output_dir,success,error
eval_by_0.05,word_eval,1.9,1.85,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_1.9s\stride_1.85s,True,
eval_by_0.05,word_eval,1.9,1.8,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_1.9s\stride_1.8s,True,
eval_by_0.05,word_eval,1.9,1.9,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_1.9s\stride_1.9s,True,
eval_by_0.05,word_eval,2.0,1.05,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.05s,True,
eval_by_0.05,word_eval,2.0,1.0,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.0s,True,
eval_by_0.05,word_eval,2.0,1.15,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.15s,True,
eval_by_0.05,word_eval,2.0,1.1,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.1s,True,
eval_by_0.05,word_eval,2.0,1.25,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.25s,True,
eval_by_0.05,word_eval,2.0,1.2,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.2s,True,
eval_by_0.05,word_eval,2.0,1.35,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.35s,True,
eval_by_0.05,word_eval,2.0,1.3,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.3s,True,
eval_by_0.05,word_eval,2.0,1.45,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.45s,True,
eval_by_0.05,word_eval,2.0,1.4,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.4s,True,
eval_by_0.05,word_eval,2.0,1.55,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.55s,True,
eval_by_0.05,word_eval,2.0,1.5,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.5s,True,
eval_by_0.05,word_eval,2.0,1.65,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.65s,True,
eval_by_0.05,word_eval,2.0,1.6,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.6s,True,
eval_by_0.05,word_eval,2.0,1.75,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.75s,True,
eval_by_0.05,word_eval,2.0,1.7,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.7s,True,
eval_by_0.05,word_eval,2.0,1.85,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.85s,True,
eval_by_0.05,word_eval,2.0,1.8,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.8s,True,
eval_by_0.05,word_eval,2.0,1.95,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.95s,True,
eval_by_0.05,word_eval,2.0,1.9,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_1.9s,True,
eval_by_0.05,word_eval,2.0,2.0,absolute,comprehensive_iou_evaluation\eval_by_0.05\word\window_2.0s\stride_2.0s,True,
eval_percent,word_eval,0.3,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_10.0pct,True,
eval_percent,word_eval,0.3,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_100.0pct,True,
eval_percent,word_eval,0.3,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_20.0pct,True,
eval_percent,word_eval,0.3,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_30.0pct,True,
eval_percent,word_eval,0.3,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_40.0pct,True,
eval_percent,word_eval,0.3,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_50.0pct,True,
eval_percent,word_eval,0.3,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_60.0pct,True,
eval_percent,word_eval,0.3,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_70.0pct,True,
eval_percent,word_eval,0.3,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_80.0pct,True,
eval_percent,word_eval,0.3,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.3s\stride_90.0pct,True,
eval_percent,word_eval,0.4,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_10.0pct,True,
eval_percent,word_eval,0.4,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_100.0pct,True,
eval_percent,word_eval,0.4,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_20.0pct,True,
eval_percent,word_eval,0.4,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_30.0pct,True,
eval_percent,word_eval,0.4,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_40.0pct,True,
eval_percent,word_eval,0.4,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_50.0pct,True,
eval_percent,word_eval,0.4,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_60.0pct,True,
eval_percent,word_eval,0.4,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_70.0pct,True,
eval_percent,word_eval,0.4,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_80.0pct,True,
eval_percent,word_eval,0.4,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.4s\stride_90.0pct,True,
eval_percent,word_eval,0.5,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_10.0pct,True,
eval_percent,word_eval,0.5,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_100.0pct,True,
eval_percent,word_eval,0.5,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_20.0pct,True,
eval_percent,word_eval,0.5,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_30.0pct,True,
eval_percent,word_eval,0.5,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_40.0pct,True,
eval_percent,word_eval,0.5,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_50.0pct,True,
eval_percent,word_eval,0.5,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_60.0pct,True,
eval_percent,word_eval,0.5,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_70.0pct,True,
eval_percent,word_eval,0.5,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_80.0pct,True,
eval_percent,word_eval,0.5,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.5s\stride_90.0pct,True,
eval_percent,word_eval,0.6,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_10.0pct,True,
eval_percent,word_eval,0.6,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_100.0pct,True,
eval_percent,word_eval,0.6,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_20.0pct,True,
eval_percent,word_eval,0.6,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_30.0pct,True,
eval_percent,word_eval,0.6,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_40.0pct,True,
eval_percent,word_eval,0.6,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_50.0pct,True,
eval_percent,word_eval,0.6,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_60.0pct,True,
eval_percent,word_eval,0.6,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_70.0pct,True,
eval_percent,word_eval,0.6,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_80.0pct,True,
eval_percent,word_eval,0.6,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.6s\stride_90.0pct,True,
eval_percent,word_eval,0.7,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_10.0pct,True,
eval_percent,word_eval,0.7,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_100.0pct,True,
eval_percent,word_eval,0.7,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_20.0pct,True,
eval_percent,word_eval,0.7,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_30.0pct,True,
eval_percent,word_eval,0.7,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_40.0pct,True,
eval_percent,word_eval,0.7,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_50.0pct,True,
eval_percent,word_eval,0.7,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_60.0pct,True,
eval_percent,word_eval,0.7,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_70.0pct,True,
eval_percent,word_eval,0.7,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_80.0pct,True,
eval_percent,word_eval,0.7,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.7s\stride_90.0pct,True,
eval_percent,word_eval,0.8,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_10.0pct,True,
eval_percent,word_eval,0.8,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_100.0pct,True,
eval_percent,word_eval,0.8,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_20.0pct,True,
eval_percent,word_eval,0.8,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_30.0pct,True,
eval_percent,word_eval,0.8,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_40.0pct,True,
eval_percent,word_eval,0.8,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_50.0pct,True,
eval_percent,word_eval,0.8,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_60.0pct,True,
eval_percent,word_eval,0.8,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_70.0pct,True,
eval_percent,word_eval,0.8,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_80.0pct,True,
eval_percent,word_eval,0.8,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.8s\stride_90.0pct,True,
eval_percent,word_eval,0.9,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_10.0pct,True,
eval_percent,word_eval,0.9,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_100.0pct,True,
eval_percent,word_eval,0.9,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_20.0pct,True,
eval_percent,word_eval,0.9,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_30.0pct,True,
eval_percent,word_eval,0.9,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_40.0pct,True,
eval_percent,word_eval,0.9,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_50.0pct,True,
eval_percent,word_eval,0.9,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_60.0pct,True,
eval_percent,word_eval,0.9,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_70.0pct,True,
eval_percent,word_eval,0.9,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_80.0pct,True,
eval_percent,word_eval,0.9,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_0.9s\stride_90.0pct,True,
eval_percent,word_eval,1.0,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_10.0pct,True,
eval_percent,word_eval,1.0,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_100.0pct,True,
eval_percent,word_eval,1.0,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_20.0pct,True,
eval_percent,word_eval,1.0,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_30.0pct,True,
eval_percent,word_eval,1.0,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_40.0pct,True,
eval_percent,word_eval,1.0,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_50.0pct,True,
eval_percent,word_eval,1.0,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_60.0pct,True,
eval_percent,word_eval,1.0,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_70.0pct,True,
eval_percent,word_eval,1.0,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_80.0pct,True,
eval_percent,word_eval,1.0,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.0s\stride_90.0pct,True,
eval_percent,word_eval,1.1,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_10.0pct,True,
eval_percent,word_eval,1.1,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_100.0pct,True,
eval_percent,word_eval,1.1,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_20.0pct,True,
eval_percent,word_eval,1.1,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_30.0pct,True,
eval_percent,word_eval,1.1,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_40.0pct,True,
eval_percent,word_eval,1.1,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_50.0pct,True,
eval_percent,word_eval,1.1,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_60.0pct,True,
eval_percent,word_eval,1.1,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_70.0pct,True,
eval_percent,word_eval,1.1,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_80.0pct,True,
eval_percent,word_eval,1.1,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.1s\stride_90.0pct,True,
eval_percent,word_eval,1.2,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_10.0pct,True,
eval_percent,word_eval,1.2,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_100.0pct,True,
eval_percent,word_eval,1.2,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_20.0pct,True,
eval_percent,word_eval,1.2,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_30.0pct,True,
eval_percent,word_eval,1.2,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_40.0pct,True,
eval_percent,word_eval,1.2,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_50.0pct,True,
eval_percent,word_eval,1.2,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_60.0pct,True,
eval_percent,word_eval,1.2,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_70.0pct,True,
eval_percent,word_eval,1.2,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_80.0pct,True,
eval_percent,word_eval,1.2,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.2s\stride_90.0pct,True,
eval_percent,word_eval,1.3,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_10.0pct,True,
eval_percent,word_eval,1.3,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_100.0pct,True,
eval_percent,word_eval,1.3,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_20.0pct,True,
eval_percent,word_eval,1.3,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_30.0pct,True,
eval_percent,word_eval,1.3,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_40.0pct,True,
eval_percent,word_eval,1.3,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_50.0pct,True,
eval_percent,word_eval,1.3,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_60.0pct,True,
eval_percent,word_eval,1.3,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_70.0pct,True,
eval_percent,word_eval,1.3,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_80.0pct,True,
eval_percent,word_eval,1.3,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.3s\stride_90.0pct,True,
eval_percent,word_eval,1.4,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_10.0pct,True,
eval_percent,word_eval,1.4,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_100.0pct,True,
eval_percent,word_eval,1.4,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_20.0pct,True,
eval_percent,word_eval,1.4,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_30.0pct,True,
eval_percent,word_eval,1.4,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_40.0pct,True,
eval_percent,word_eval,1.4,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_50.0pct,True,
eval_percent,word_eval,1.4,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_60.0pct,True,
eval_percent,word_eval,1.4,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_70.0pct,True,
eval_percent,word_eval,1.4,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_80.0pct,True,
eval_percent,word_eval,1.4,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.4s\stride_90.0pct,True,
eval_percent,word_eval,1.5,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_10.0pct,True,
eval_percent,word_eval,1.5,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_100.0pct,True,
eval_percent,word_eval,1.5,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_20.0pct,True,
eval_percent,word_eval,1.5,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_30.0pct,True,
eval_percent,word_eval,1.5,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_40.0pct,True,
eval_percent,word_eval,1.5,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_50.0pct,True,
eval_percent,word_eval,1.5,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_60.0pct,True,
eval_percent,word_eval,1.5,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_70.0pct,True,
eval_percent,word_eval,1.5,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_80.0pct,True,
eval_percent,word_eval,1.5,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.5s\stride_90.0pct,True,
eval_percent,word_eval,1.6,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_10.0pct,True,
eval_percent,word_eval,1.6,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_100.0pct,True,
eval_percent,word_eval,1.6,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_20.0pct,True,
eval_percent,word_eval,1.6,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_30.0pct,True,
eval_percent,word_eval,1.6,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_40.0pct,True,
eval_percent,word_eval,1.6,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_50.0pct,True,
eval_percent,word_eval,1.6,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_60.0pct,True,
eval_percent,word_eval,1.6,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_70.0pct,True,
eval_percent,word_eval,1.6,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_80.0pct,True,
eval_percent,word_eval,1.6,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.6s\stride_90.0pct,True,
eval_percent,word_eval,1.7,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_10.0pct,True,
eval_percent,word_eval,1.7,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_100.0pct,True,
eval_percent,word_eval,1.7,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_20.0pct,True,
eval_percent,word_eval,1.7,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_30.0pct,True,
eval_percent,word_eval,1.7,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_40.0pct,True,
eval_percent,word_eval,1.7,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_50.0pct,True,
eval_percent,word_eval,1.7,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_60.0pct,True,
eval_percent,word_eval,1.7,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_70.0pct,True,
eval_percent,word_eval,1.7,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_80.0pct,True,
eval_percent,word_eval,1.7,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.7s\stride_90.0pct,True,
eval_percent,word_eval,1.8,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_10.0pct,True,
eval_percent,word_eval,1.8,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_100.0pct,True,
eval_percent,word_eval,1.8,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_20.0pct,True,
eval_percent,word_eval,1.8,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_30.0pct,True,
eval_percent,word_eval,1.8,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_40.0pct,True,
eval_percent,word_eval,1.8,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_50.0pct,True,
eval_percent,word_eval,1.8,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_60.0pct,True,
eval_percent,word_eval,1.8,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_70.0pct,True,
eval_percent,word_eval,1.8,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_80.0pct,True,
eval_percent,word_eval,1.8,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.8s\stride_90.0pct,True,
eval_percent,word_eval,1.9,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_10.0pct,True,
eval_percent,word_eval,1.9,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_100.0pct,True,
eval_percent,word_eval,1.9,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_20.0pct,True,
eval_percent,word_eval,1.9,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_30.0pct,True,
eval_percent,word_eval,1.9,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_40.0pct,True,
eval_percent,word_eval,1.9,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_50.0pct,True,
eval_percent,word_eval,1.9,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_60.0pct,True,
eval_percent,word_eval,1.9,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_70.0pct,True,
eval_percent,word_eval,1.9,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_80.0pct,True,
eval_percent,word_eval,1.9,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_1.9s\stride_90.0pct,True,
eval_percent,word_eval,2.0,10.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_10.0pct,True,
eval_percent,word_eval,2.0,100.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_100.0pct,True,
eval_percent,word_eval,2.0,20.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_20.0pct,True,
eval_percent,word_eval,2.0,30.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_30.0pct,True,
eval_percent,word_eval,2.0,40.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_40.0pct,True,
eval_percent,word_eval,2.0,50.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_50.0pct,True,
eval_percent,word_eval,2.0,60.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_60.0pct,True,
eval_percent,word_eval,2.0,70.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_70.0pct,True,
eval_percent,word_eval,2.0,80.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_80.0pct,True,
eval_percent,word_eval,2.0,90.0,percentage,comprehensive_iou_evaluation\eval_percent\word\window_2.0s\stride_90.0pct,True,
